item,value,date
61035,0.0,2016-10-01
61035,0.0,2016-11-01
61035,0.0,2016-12-01
61036,0.0,2016-01-01
61036,0.0,2016-02-01
61036,0.0,2016-03-01
61036,0.0,2016-04-01
61036,0.0,2016-05-01
61036,0.0,2016-06-01
61036,0.0,2016-07-01
61036,0.0,2016-08-01
61036,0.0,2016-09-01
61036,0.0,2016-10-01
61036,0.0,2016-11-01
61036,0.0,2016-12-01
61038,0.0,2016-01-01
61038,0.0,2016-02-01
61038,0.0,2016-03-01
61038,0.0,2016-04-01
61038,0.0,2016-05-01
61038,0.0,2016-06-01
61038,0.0,2016-07-01
61038,0.0,2016-08-01
61038,0.0,2016-09-01
61038,0.0,2016-10-01
61038,0.0,2016-11-01
61038,0.0,2016-12-01
11250,0.0,2017-01-01
11250,0.0,2017-02-01
11250,0.0,2017-03-01
11250,0.0,2017-04-01
11250,0.0,2017-05-01
11250,0.0,2017-06-01
11250,0.0,2017-07-01
11250,0.0,2017-08-01
11250,0.0,2017-09-01
11250,0.0,2017-10-01
11250,0.0,2017-11-01
11250,0.0,2017-12-01
11401,144.93,2017-01-01
11401,287.52,2017-02-01
11401,267.32,2017-03-01
11401,285.71,2017-04-01
11401,186.36,2017-05-01
11401,295.13,2017-06-01
11401,355.48,2017-07-01
11401,195.36,2017-08-01
11401,238.18,2017-09-01
11401,148.9,2017-10-01
11401,206.28,2017-11-01
11401,197.57,2017-12-01
11402,237.57,2017-01-01
11402,289.9,2017-02-01
11402,327.52,2017-03-01
11402,362.9,2017-04-01
11402,291.61,2017-05-01
11402,272.71,2017-06-01
11402,273.8,2017-07-01
11402,251.0,2017-08-01
11402,220.0,2017-09-01
11402,262.0,2017-10-01
11402,312.62,2017-11-01
11402,236.76,2017-12-01
11403,361.89,2017-01-01
11403,361.37,2017-02-01
11403,456.28,2017-03-01
11403,313.36,2017-04-01
11403,558.31,2017-05-01
11403,415.37,2017-06-01
11403,589.85,2017-07-01
11403,713.66,2017-08-01
11403,334.14,2017-09-01
11403,431.75,2017-10-01
11403,354.61,2017-11-01
11403,322.85,2017-12-01
11404,0.0,2017-01-01
11404,0.0,2017-02-01
11404,0.0,2017-03-01
11404,0.0,2017-04-01
11404,0.0,2017-05-01
11404,0.0,2017-06-01
11404,0.0,2017-07-01
11404,0.0,2017-08-01
11404,0.0,2017-09-01
11404,0.0,2017-10-01
11404,0.0,2017-11-01
11404,0.0,2017-12-01
11410,268.55,2017-01-01
11410,413.16,2017-02-01
11410,353.7,2017-03-01
11410,344.0,2017-04-01
11410,378.48,2017-05-01
11410,430.6,2017-06-01
11410,601.77,2017-07-01
11410,355.33,2017-08-01
11410,312.77,2017-09-01
11410,437.94,2017-10-01
11410,329.67,2017-11-01
11410,246.82,2017-12-01
11435,478.72,2017-01-01
11435,462.33,2017-02-01
11435,544.55,2017-03-01
11435,536.03,2017-04-01
11435,547.21,2017-05-01
11435,484.3,2017-06-01
11435,568.76,2017-07-01
11435,478.0,2017-08-01
11435,669.43,2017-09-01
11435,798.87,2017-10-01
11435,626.24,2017-11-01
11435,315.29,2017-12-01
11436,0.0,2017-01-01
11436,0.0,2017-02-01
11436,0.0,2017-03-01
11436,0.0,2017-04-01
11436,0.0,2017-05-01
11436,0.0,2017-06-01
11436,0.0,2017-07-01
11436,0.0,2017-08-01
11436,2015.84,2017-09-01
11436,1810.57,2017-10-01
11436,1421.08,2017-11-01
11436,599.48,2017-12-01
11439,0.0,2017-01-01
11439,0.0,2017-02-01
11439,0.0,2017-03-01
11439,0.0,2017-04-01
11439,0.0,2017-05-01
11439,0.0,2017-06-01
11439,0.0,2017-07-01
11439,0.0,2017-08-01
11439,0.0,2017-09-01
11439,0.0,2017-10-01
11439,0.0,2017-11-01
11439,0.0,2017-12-01
11444,0.0,2017-01-01
11444,0.0,2017-02-01
11444,0.0,2017-03-01
11444,0.0,2017-04-01
11444,0.0,2017-05-01
11444,0.0,2017-06-01
11444,0.0,2017-07-01
11444,0.0,2017-08-01
11444,0.0,2017-09-01
11444,0.0,2017-10-01
11444,0.0,2017-11-01
11444,0.0,2017-12-01
11445,143.22,2017-01-01
11445,186.86,2017-02-01
11445,215.0,2017-03-01
11445,182.57,2017-04-01
11445,149.72,2017-05-01
11445,230.93,2017-06-01
11445,353.0,2017-07-01
11445,172.0,2017-08-01
11445,137.79,2017-09-01
11445,185.0,2017-10-01
11445,220.0,2017-11-01
11445,135.79,2017-12-01
11500,60.0,2017-01-01
11500,82.0,2017-02-01
11500,78.0,2017-03-01
11500,46.0,2017-04-01
11500,92.0,2017-05-01
11500,68.0,2017-06-01
11500,84.0,2017-07-01
11500,65.0,2017-08-01
11500,97.0,2017-09-01
11500,60.0,2017-10-01
11500,99.0,2017-11-01
11500,59.0,2017-12-01
11590,64.0,2017-01-01
11590,100.0,2017-02-01
11590,87.0,2017-03-01
11590,97.93,2017-04-01
11590,58.0,2017-05-01
11590,123.0,2017-06-01
11590,211.0,2017-07-01
11590,303.0,2017-08-01
11590,169.71,2017-09-01
11590,169.43,2017-10-01
11590,44.0,2017-11-01
11590,67.57,2017-12-01
11635,23.0,2017-01-01
11635,32.0,2017-02-01
11635,38.0,2017-03-01
11635,33.0,2017-04-01
11635,38.0,2017-05-01
11635,18.0,2017-06-01
11635,54.0,2017-07-01
11635,43.0,2017-08-01
11635,35.0,2017-09-01
11635,41.0,2017-10-01
11635,32.0,2017-11-01
11635,40.0,2017-12-01
11638,0.0,2017-01-01
11638,0.0,2017-02-01
11638,0.0,2017-03-01
11638,0.0,2017-04-01
11638,0.0,2017-05-01
11638,0.0,2017-06-01
11638,0.0,2017-07-01
11638,0.0,2017-08-01
11638,0.0,2017-09-01
11638,0.0,2017-10-01
11638,0.0,2017-11-01
11638,0.0,2017-12-01
11658,0.0,2017-01-01
11658,0.0,2017-02-01
11658,4.0,2017-03-01
11658,0.0,2017-04-01
11658,0.0,2017-05-01
11658,0.0,2017-06-01
11658,121.0,2017-07-01
11658,48.0,2017-08-01
11658,113.0,2017-09-01
11658,4.0,2017-10-01
11658,179.0,2017-11-01
11658,10.0,2017-12-01
11659,450.36,2017-01-01
11659,1013.89,2017-02-01
11659,1686.43,2017-03-01
11659,1017.41,2017-04-01
11659,1174.88,2017-05-01
11659,1294.27,2017-06-01
11659,1021.54,2017-07-01
11659,539.26,2017-08-01
11659,540.88,2017-09-01
11659,895.88,2017-10-01
11659,1061.59,2017-11-01
11659,1068.54,2017-12-01
11660,467.73,2017-01-01
11660,474.12,2017-02-01
11660,645.27,2017-03-01
11660,410.99,2017-04-01
11660,439.45,2017-05-01
11660,345.59,2017-06-01
11660,492.0,2017-07-01
11660,558.87,2017-08-01
11660,232.87,2017-09-01
11660,324.0,2017-10-01
11660,475.65,2017-11-01
11660,239.0,2017-12-01
11661,159.0,2017-01-01
11661,205.0,2017-02-01
11661,156.0,2017-03-01
11661,247.0,2017-04-01
11661,289.0,2017-05-01
11661,213.0,2017-06-01
11661,490.0,2017-07-01
11661,246.0,2017-08-01
11661,131.0,2017-09-01
11661,59.0,2017-10-01
11661,55.0,2017-11-01
11661,105.0,2017-12-01
11663,138.0,2017-01-01
11663,327.96,2017-02-01
11663,265.66,2017-03-01
11663,263.96,2017-04-01
11663,412.0,2017-05-01
11663,194.0,2017-06-01
11663,417.0,2017-07-01
11663,203.96,2017-08-01
11663,225.83,2017-09-01
11663,340.96,2017-10-01
11663,223.83,2017-11-01
11663,386.96,2017-12-01
11683,0.0,2017-01-01
11683,200.0,2017-02-01
11683,0.0,2017-03-01
11683,0.0,2017-04-01
11683,215.0,2017-05-01
11683,0.0,2017-06-01
11683,0.0,2017-07-01
11683,0.0,2017-08-01
11683,0.0,2017-09-01
11683,205.0,2017-10-01
11683,0.0,2017-11-01
11683,0.0,2017-12-01
11688,554.96,2017-01-01
11688,659.92,2017-02-01
11688,683.92,2017-03-01
11688,528.92,2017-04-01
11688,696.71,2017-05-01
11688,569.59,2017-06-01
11688,387.79,2017-07-01
11688,552.76,2017-08-01
11688,359.72,2017-09-01
11688,409.79,2017-10-01
11688,288.76,2017-11-01
11688,324.71,2017-12-01
11689,1.0,2017-01-01
11689,120.0,2017-02-01
11689,198.0,2017-03-01
11689,120.0,2017-04-01
11689,201.0,2017-05-01
11689,160.0,2017-06-01
11689,220.0,2017-07-01
11689,39.94,2017-08-01
11689,90.0,2017-09-01
11689,161.0,2017-10-01
11689,121.0,2017-11-01
11689,0.0,2017-12-01
11766,53.0,2017-01-01
11766,53.0,2017-02-01
11766,48.0,2017-03-01
11766,40.0,2017-04-01
11766,40.0,2017-05-01
11766,34.0,2017-06-01
11766,34.0,2017-07-01
11766,52.0,2017-08-01
11766,42.0,2017-09-01
11766,19.0,2017-10-01
11766,33.0,2017-11-01
11766,29.0,2017-12-01
11831,0.0,2017-01-01
11831,0.0,2017-02-01
11831,0.0,2017-03-01
11831,0.0,2017-04-01
11831,0.0,2017-05-01
11831,0.0,2017-06-01
11831,0.0,2017-07-01
11831,0.0,2017-08-01
11831,0.0,2017-09-01
11831,0.0,2017-10-01
11831,0.0,2017-11-01
11831,0.0,2017-12-01
11832,0.0,2017-01-01
11832,0.0,2017-02-01
11832,0.0,2017-03-01
11832,0.0,2017-04-01
11832,0.0,2017-05-01
11832,0.0,2017-06-01
11832,0.0,2017-07-01
11832,0.0,2017-08-01
11832,0.0,2017-09-01
11832,0.0,2017-10-01
11832,0.0,2017-11-01
11832,0.0,2017-12-01
11833,0.0,2017-01-01
11833,0.0,2017-02-01
11833,0.0,2017-03-01
11833,0.0,2017-04-01
11833,0.0,2017-05-01
11833,0.0,2017-06-01
11833,0.0,2017-07-01
11833,0.0,2017-08-01
11833,0.0,2017-09-01
11833,0.0,2017-10-01
11833,0.0,2017-11-01
11833,0.0,2017-12-01
11837,0.0,2017-01-01
11837,0.0,2017-02-01
11837,0.0,2017-03-01
11837,0.0,2017-04-01
11837,0.0,2017-05-01
11837,0.0,2017-06-01
11837,0.0,2017-07-01
11837,0.0,2017-08-01
11837,0.0,2017-09-01
11837,0.0,2017-10-01
11837,0.0,2017-11-01
11837,0.0,2017-12-01
11838,0.0,2017-01-01
11838,0.0,2017-02-01
11838,0.0,2017-03-01
11838,0.0,2017-04-01
11838,0.0,2017-05-01
11838,0.0,2017-06-01
11838,0.0,2017-07-01
11838,0.0,2017-08-01
11838,0.0,2017-09-01
11838,0.0,2017-10-01
11838,0.0,2017-11-01
11838,0.0,2017-12-01
11839,0.0,2017-01-01
11839,0.0,2017-02-01
11839,0.0,2017-03-01
11839,0.0,2017-04-01
11839,0.0,2017-05-01
11839,0.0,2017-06-01
11839,0.0,2017-07-01
11839,0.0,2017-08-01
11839,0.0,2017-09-01
11839,0.0,2017-10-01
11839,0.0,2017-11-01
11839,0.0,2017-12-01
11855,271.95,2017-01-01
11855,404.0,2017-02-01
11855,271.05,2017-03-01
11855,310.0,2017-04-01
11855,273.85,2017-05-01
11855,345.0,2017-06-01
11855,382.9,2017-07-01
11855,537.0,2017-08-01
11855,388.95,2017-09-01
11855,529.0,2017-10-01
11855,343.0,2017-11-01
11855,289.0,2017-12-01
11891,45.0,2017-01-01
11891,55.0,2017-02-01
11891,55.0,2017-03-01
11891,76.0,2017-04-01
11891,90.0,2017-05-01
11891,97.0,2017-06-01
11891,62.0,2017-07-01
11891,95.0,2017-08-01
11891,62.0,2017-09-01
11891,72.0,2017-10-01
11891,56.0,2017-11-01
11891,76.0,2017-12-01
11935,0.0,2017-01-01
11935,0.0,2017-02-01
11935,0.0,2017-03-01
11935,0.0,2017-04-01
11935,0.0,2017-05-01
11935,0.0,2017-06-01
11935,0.0,2017-07-01
11935,0.0,2017-08-01
11935,0.0,2017-09-01
11935,0.0,2017-10-01
11935,0.0,2017-11-01
11935,0.0,2017-12-01
12155,0.0,2017-01-01
12155,0.0,2017-02-01
12155,0.0,2017-03-01
12155,0.0,2017-04-01
12155,0.0,2017-05-01
12155,0.0,2017-06-01
12155,0.0,2017-07-01
12155,0.0,2017-08-01
12155,0.0,2017-09-01
12155,0.0,2017-10-01
12155,0.0,2017-11-01
12155,0.0,2017-12-01
12160,0.0,2017-01-01
12160,0.0,2017-02-01
12160,0.0,2017-03-01
12160,0.0,2017-04-01
12160,0.0,2017-05-01
12160,0.0,2017-06-01
12160,0.0,2017-07-01
12160,0.0,2017-08-01
12160,0.0,2017-09-01
12160,0.0,2017-10-01
12160,0.0,2017-11-01
12160,0.0,2017-12-01
13055,18.0,2017-01-01
13055,674.0,2017-02-01
13055,75.0,2017-03-01
13055,56.0,2017-04-01
13055,41.0,2017-05-01
13055,0.0,2017-06-01
13055,0.0,2017-07-01
13055,0.0,2017-08-01
13055,-7.0,2017-09-01
13055,0.0,2017-10-01
13055,0.0,2017-11-01
13055,0.0,2017-12-01
14021,33.33,2017-01-01
14021,35.42,2017-02-01
14021,30.0,2017-03-01
14021,40.75,2017-04-01
14021,32.5,2017-05-01
14021,57.75,2017-06-01
14021,75.67,2017-07-01
14021,82.42,2017-08-01
14021,54.25,2017-09-01
14021,34.17,2017-10-01
14021,104.67,2017-11-01
14021,0.59,2017-12-01
14041,-4.0,2017-01-01
14041,57.0,2017-02-01
14041,137.0,2017-03-01
14041,59.0,2017-04-01
14041,202.0,2017-05-01
14041,172.0,2017-06-01
14041,115.0,2017-07-01
14041,198.0,2017-08-01
14041,132.0,2017-09-01
14041,118.0,2017-10-01
14041,3997.0,2017-11-01
14041,2447.0,2017-12-01
14050,154.0,2017-01-01
14050,764.0,2017-02-01
14050,720.0,2017-03-01
14050,204.0,2017-04-01
14050,1023.0,2017-05-01
14050,1000.0,2017-06-01
14050,1253.0,2017-07-01
14050,1421.0,2017-08-01
14050,982.0,2017-09-01
14050,1535.0,2017-10-01
14050,8521.0,2017-11-01
14050,7533.0,2017-12-01
14141,187.0,2017-01-01
14141,235.0,2017-02-01
14141,296.0,2017-03-01
14141,320.0,2017-04-01
14141,450.0,2017-05-01
14141,335.0,2017-06-01
14141,452.0,2017-07-01
14141,594.0,2017-08-01
14141,374.0,2017-09-01
14141,517.0,2017-10-01
14141,6272.0,2017-11-01
14141,5086.0,2017-12-01
14160,-151.0,2017-01-01
14160,38.0,2017-02-01
14160,49.0,2017-03-01
14160,29.0,2017-04-01
14160,56.0,2017-05-01
14160,37.0,2017-06-01
14160,28.0,2017-07-01
14160,42.0,2017-08-01
14160,27.0,2017-09-01
14160,579.0,2017-10-01
14160,2809.0,2017-11-01
14160,208.0,2017-12-01
14161,0.0,2017-01-01
14161,0.0,2017-02-01
14161,0.0,2017-03-01
14161,0.0,2017-04-01
14161,0.0,2017-05-01
14161,0.0,2017-06-01
14161,0.0,2017-07-01
14161,0.0,2017-08-01
14161,0.0,2017-09-01
14161,0.0,2017-10-01
14161,0.0,2017-11-01
14161,0.0,2017-12-01
14170,0.0,2017-01-01
14170,0.0,2017-02-01
14170,0.0,2017-03-01
14170,0.0,2017-04-01
14170,0.0,2017-05-01
14170,0.0,2017-06-01
14170,0.0,2017-07-01
14170,0.0,2017-08-01
14170,17.0,2017-09-01
14170,363.0,2017-10-01
14170,1667.0,2017-11-01
14170,3068.0,2017-12-01
14280,-91.0,2017-01-01
14280,49.0,2017-02-01
14280,171.0,2017-03-01
14280,47.0,2017-04-01
14280,145.0,2017-05-01
14280,141.0,2017-06-01
14280,154.0,2017-07-01
14280,196.0,2017-08-01
14280,90.0,2017-09-01
14280,123.0,2017-10-01
14280,4422.0,2017-11-01
14280,2501.0,2017-12-01
14401,50.44,2017-01-01
14401,30.79,2017-02-01
14401,82.86,2017-03-01
14401,50.93,2017-04-01
14401,60.64,2017-05-01
14401,53.14,2017-06-01
14401,65.21,2017-07-01
14401,54.28,2017-08-01
14401,35.57,2017-09-01
14401,166.08,2017-10-01
14401,633.01,2017-11-01
14401,532.44,2017-12-01
14429,0.0,2017-01-01
14429,0.0,2017-02-01
14429,0.0,2017-03-01
14429,-0.17,2017-04-01
14429,2.0,2017-05-01
14429,6.0,2017-06-01
14429,22.0,2017-07-01
14429,34.67,2017-08-01
14429,17.5,2017-09-01
14429,503.01,2017-10-01
14429,748.84,2017-11-01
14429,372.0,2017-12-01
14439,2.69,2017-01-01
14439,25.67,2017-02-01
14439,397.43,2017-03-01
14439,54.23,2017-04-01
14439,63.22,2017-05-01
14439,168.02,2017-06-01
14439,158.22,2017-07-01
14439,81.56,2017-08-01
14439,154.66,2017-09-01
14439,1416.78,2017-10-01
14439,1011.11,2017-11-01
14439,1184.45,2017-12-01
14440,-6.83,2017-01-01
14440,-5.33,2017-02-01
14440,0.0,2017-03-01
14440,0.0,2017-04-01
14440,-0.67,2017-05-01
14440,0.0,2017-06-01
14440,0.0,2017-07-01
14440,0.0,2017-08-01
14440,0.0,2017-09-01
14440,0.0,2017-10-01
14440,1007.83,2017-11-01
14440,1872.16,2017-12-01
14441,0.0,2017-01-01
14441,0.0,2017-02-01
14441,0.0,2017-03-01
14441,0.0,2017-04-01
14441,0.0,2017-05-01
14441,0.0,2017-06-01
14441,0.0,2017-07-01
14441,0.0,2017-08-01
14441,0.0,2017-09-01
14441,0.0,2017-10-01
14441,0.0,2017-11-01
14441,0.0,2017-12-01
14443,0.0,2017-01-01
14443,0.0,2017-02-01
14443,0.0,2017-03-01
14443,0.0,2017-04-01
14443,0.0,2017-05-01
14443,0.0,2017-06-01
14443,0.0,2017-07-01
14443,0.0,2017-08-01
14443,0.0,2017-09-01
14443,0.0,2017-10-01
14443,0.0,2017-11-01
14443,0.0,2017-12-01
14444,-7.31,2017-01-01
14444,-3.59,2017-02-01
14444,13.5,2017-03-01
14444,53.83,2017-04-01
14444,1.0,2017-05-01
14444,4.51,2017-06-01
14444,28.92,2017-07-01
14444,13.67,2017-08-01
14444,35.84,2017-09-01
14444,14.27,2017-10-01
14444,412.68,2017-11-01
14444,228.85,2017-12-01
14446,-40.18,2017-01-01
14446,5.92,2017-02-01
14446,69.0,2017-03-01
14446,6.76,2017-04-01
14446,16.83,2017-05-01
14446,14.34,2017-06-01
14446,17.5,2017-07-01
14446,17.84,2017-08-01
14446,21.52,2017-09-01
14446,47.67,2017-10-01
14446,503.26,2017-11-01
14446,31.02,2017-12-01
14449,0.0,2017-01-01
14449,0.0,2017-02-01
14449,0.0,2017-03-01
14449,0.0,2017-04-01
14449,0.0,2017-05-01
14449,0.0,2017-06-01
14449,0.0,2017-07-01
14449,0.0,2017-08-01
14449,0.0,2017-09-01
14449,0.0,2017-10-01
14449,0.0,2017-11-01
14449,0.0,2017-12-01
14482,11.0,2017-01-01
14482,16.0,2017-02-01
14482,17.0,2017-03-01
14482,19.0,2017-04-01
14482,15.0,2017-05-01
14482,16.0,2017-06-01
14482,8.0,2017-07-01
14482,12.0,2017-08-01
14482,30.0,2017-09-01
14482,42.0,2017-10-01
14482,31.0,2017-11-01
14482,5.0,2017-12-01
14485,-40.8,2017-01-01
14485,-21.4,2017-02-01
14485,81.2,2017-03-01
14485,13.9,2017-04-01
14485,14.7,2017-05-01
14485,20.7,2017-06-01
14485,29.0,2017-07-01
14485,29.0,2017-08-01
14485,29.5,2017-09-01
14485,30.9,2017-10-01
14485,476.0,2017-11-01
14485,190.3,2017-12-01
14546,9.0,2017-01-01
14546,69.0,2017-02-01
14546,28.0,2017-03-01
14546,11.0,2017-04-01
14546,20.0,2017-05-01
14546,22.0,2017-06-01
14546,15.0,2017-07-01
14546,18.0,2017-08-01
14546,19.0,2017-09-01
14546,0.0,2017-10-01
14546,43.0,2017-11-01
14546,76.0,2017-12-01
14547,5.0,2017-01-01
14547,10.0,2017-02-01
14547,22.0,2017-03-01
14547,9.0,2017-04-01
14547,14.0,2017-05-01
14547,17.0,2017-06-01
14547,6.0,2017-07-01
14547,18.0,2017-08-01
14547,16.0,2017-09-01
14547,13.0,2017-10-01
14547,13.0,2017-11-01
14547,0.0,2017-12-01
14650,-75.2,2017-01-01
14650,8.8,2017-02-01
14650,83.7,2017-03-01
14650,16.6,2017-04-01
14650,12.3,2017-05-01
14650,23.0,2017-06-01
14650,12.0,2017-07-01
14650,-0.4,2017-08-01
14650,0.0,2017-09-01
14650,41.9,2017-10-01
14650,549.8,2017-11-01
14650,178.5,2017-12-01
14685,-74.1,2017-01-01
14685,3.2,2017-02-01
14685,24.0,2017-03-01
14685,11.3,2017-04-01
14685,-6.7,2017-05-01
14685,-1.2,2017-06-01
14685,0.0,2017-07-01
14685,0.0,2017-08-01
14685,13.0,2017-09-01
14685,24.0,2017-10-01
14685,530.0,2017-11-01
14685,-68.8,2017-12-01
15013,0.0,2017-01-01
15013,0.0,2017-02-01
15013,0.0,2017-03-01
15013,0.0,2017-04-01
15013,0.0,2017-05-01
15013,0.0,2017-06-01
15013,-0.65,2017-07-01
15013,0.0,2017-08-01
15013,0.0,2017-09-01
15013,0.0,2017-10-01
15013,-0.65,2017-11-01
15013,0.0,2017-12-01
15014,77.0,2017-01-01
15014,1684.38,2017-02-01
15014,895.5,2017-03-01
15014,653.08,2017-04-01
15014,-95.88,2017-05-01
15014,-10.94,2017-06-01
15014,0.0,2017-07-01
15014,-5.56,2017-08-01
15014,0.0,2017-09-01
15014,0.0,2017-10-01
15014,-1.63,2017-11-01
15014,-0.81,2017-12-01
15016,0.0,2017-01-01
15016,155.0,2017-02-01
15016,594.0,2017-03-01
15016,150.14,2017-04-01
15016,-45.28,2017-05-01
15016,-15.31,2017-06-01
15016,0.0,2017-07-01
15016,-1.69,2017-08-01
15016,-0.06,2017-09-01
15016,0.0,2017-10-01
15016,-0.44,2017-11-01
15016,0.0,2017-12-01
15017,0.0,2017-01-01
15017,0.0,2017-02-01
15017,0.0,2017-03-01
15017,0.0,2017-04-01
15017,0.0,2017-05-01
15017,0.0,2017-06-01
15017,0.0,2017-07-01
15017,0.0,2017-08-01
15017,0.0,2017-09-01
15017,0.0,2017-10-01
15017,0.0,2017-11-01
15017,0.0,2017-12-01
15018,0.0,2017-01-01
15018,0.0,2017-02-01
15018,0.0,2017-03-01
15018,0.0,2017-04-01
15018,0.0,2017-05-01
15018,0.0,2017-06-01
15018,0.0,2017-07-01
15018,0.0,2017-08-01
15018,0.0,2017-09-01
15018,0.0,2017-10-01
15018,0.0,2017-11-01
15018,0.0,2017-12-01
15020,82.9,2017-01-01
15020,382.95,2017-02-01
15020,1223.5,2017-03-01
15020,176.05,2017-04-01
15020,-18.55,2017-05-01
15020,-26.9,2017-06-01
15020,-0.5,2017-07-01
15020,-0.1,2017-08-01
15020,-1.0,2017-09-01
15020,0.0,2017-10-01
15020,-1.0,2017-11-01
15020,0.0,2017-12-01
15039,65.1,2017-01-01
15039,254.45,2017-02-01
15039,1002.4,2017-03-01
15039,213.75,2017-04-01
15039,-13.3,2017-05-01
15039,-0.05,2017-06-01
15039,0.0,2017-07-01
15039,-0.2,2017-08-01
15039,0.0,2017-09-01
15039,0.0,2017-10-01
15039,-0.45,2017-11-01
15039,-0.15,2017-12-01
15049,41.92,2017-01-01
15049,496.99,2017-02-01
15049,2936.26,2017-03-01
15049,1399.17,2017-04-01
15049,-30.98,2017-05-01
15049,-104.17,2017-06-01
15049,0.0,2017-07-01
15049,-1.25,2017-08-01
15049,0.0,2017-09-01
15049,0.0,2017-10-01
15049,-1.66,2017-11-01
15049,-0.08,2017-12-01
15059,33.11,2017-01-01
15059,256.76,2017-02-01
15059,2531.43,2017-03-01
15059,436.42,2017-04-01
15059,-46.41,2017-05-01
15059,-58.99,2017-06-01
15059,0.0,2017-07-01
15059,-4.22,2017-08-01
15059,-0.11,2017-09-01
15059,0.0,2017-10-01
15059,-2.99,2017-11-01
15059,0.0,2017-12-01
15069,19.0,2017-01-01
15069,66.88,2017-02-01
15069,813.75,2017-03-01
15069,198.39,2017-04-01
15069,-11.2,2017-05-01
15069,-17.78,2017-06-01
15069,0.0,2017-07-01
15069,0.0,2017-08-01
15069,0.0,2017-09-01
15069,0.0,2017-10-01
15069,-4.22,2017-11-01
15069,0.0,2017-12-01
15079,15.0,2017-01-01
15079,92.84,2017-02-01
15079,1034.5,2017-03-01
15079,978.76,2017-04-01
15079,-60.34,2017-05-01
15079,-60.5,2017-06-01
15079,0.0,2017-07-01
15079,-21.33,2017-08-01
15079,-0.17,2017-09-01
15079,0.0,2017-10-01
15079,-0.83,2017-11-01
15079,0.0,2017-12-01
15140,0.0,2017-01-01
15140,0.0,2017-02-01
15140,597.91,2017-03-01
15140,174.95,2017-04-01
15140,-10.57,2017-05-01
15140,-4.5,2017-06-01
15140,0.0,2017-07-01
15140,-0.33,2017-08-01
15140,0.0,2017-09-01
15140,0.0,2017-10-01
15140,0.0,2017-11-01
15140,0.0,2017-12-01
15142,0.0,2017-01-01
15142,4.0,2017-02-01
15142,80.0,2017-03-01
15142,-0.66,2017-04-01
15142,-0.92,2017-05-01
15142,0.0,2017-06-01
15142,0.0,2017-07-01
15142,0.0,2017-08-01
15142,0.0,2017-09-01
15142,0.0,2017-10-01
15142,0.0,2017-11-01
15142,0.0,2017-12-01
15157,0.0,2017-01-01
15157,146.32,2017-02-01
15157,703.19,2017-03-01
15157,508.76,2017-04-01
15157,-16.64,2017-05-01
15157,-31.0,2017-06-01
15157,0.0,2017-07-01
15157,-3.67,2017-08-01
15157,0.0,2017-09-01
15157,0.0,2017-10-01
15157,-0.67,2017-11-01
15157,0.0,2017-12-01
15159,0.0,2017-01-01
15159,2.0,2017-02-01
15159,334.0,2017-03-01
15159,91.79,2017-04-01
15159,-10.67,2017-05-01
15159,-0.83,2017-06-01
15159,0.0,2017-07-01
15159,0.0,2017-08-01
15159,0.0,2017-09-01
15159,0.0,2017-10-01
15159,0.0,2017-11-01
15159,0.0,2017-12-01
15161,0.0,2017-01-01
15161,0.0,2017-02-01
15161,0.0,2017-03-01
15161,0.0,2017-04-01
15161,0.0,2017-05-01
15161,0.0,2017-06-01
15161,0.0,2017-07-01
15161,0.0,2017-08-01
15161,0.0,2017-09-01
15161,0.0,2017-10-01
15161,0.0,2017-11-01
15161,0.0,2017-12-01
15163,0.0,2017-01-01
15163,0.0,2017-02-01
15163,0.0,2017-03-01
15163,0.0,2017-04-01
15163,0.0,2017-05-01
15163,0.0,2017-06-01
15163,0.0,2017-07-01
15163,0.0,2017-08-01
15163,0.0,2017-09-01
15163,0.0,2017-10-01
15163,0.0,2017-11-01
15163,0.0,2017-12-01
15164,0.0,2017-01-01
15164,0.0,2017-02-01
15164,0.0,2017-03-01
15164,0.0,2017-04-01
15164,0.0,2017-05-01
15164,0.0,2017-06-01
15164,0.0,2017-07-01
15164,0.0,2017-08-01
15164,0.0,2017-09-01
15164,0.0,2017-10-01
15164,0.0,2017-11-01
15164,0.0,2017-12-01
15165,0.0,2017-01-01
15165,0.0,2017-02-01
15165,0.0,2017-03-01
15165,0.0,2017-04-01
15165,0.0,2017-05-01
15165,0.0,2017-06-01
15165,0.0,2017-07-01
15165,0.0,2017-08-01
15165,0.0,2017-09-01
15165,0.0,2017-10-01
15165,0.0,2017-11-01
15165,0.0,2017-12-01
15166,0.0,2017-01-01
15166,0.0,2017-02-01
15166,0.0,2017-03-01
15166,0.0,2017-04-01
15166,0.0,2017-05-01
15166,0.0,2017-06-01
15166,0.0,2017-07-01
15166,0.0,2017-08-01
15166,0.0,2017-09-01
15166,0.0,2017-10-01
15166,0.0,2017-11-01
15166,0.0,2017-12-01
15603,0.0,2017-01-01
15603,49.25,2017-02-01
15603,109.5,2017-03-01
15603,55.75,2017-04-01
15603,-1.25,2017-05-01
15603,-0.25,2017-06-01
15603,0.0,2017-07-01
15603,0.0,2017-08-01
15603,0.0,2017-09-01
15603,0.0,2017-10-01
15603,0.0,2017-11-01
15603,0.0,2017-12-01
16155,90.0,2017-01-01
16155,111.0,2017-02-01
16155,133.0,2017-03-01
16155,118.0,2017-04-01
